Country_Name,Country_Code,Series_Code,YR1990,YR2000,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015
Argentina,ARG,AG-SRF-TOTL-K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400
Argentina,ARG,EN-POP-DNST,11.95960814,13.54097578,14.45496202,14.60519935,14.75573046,14.90802429,15.06304148,15.22116718,15.3818021,15.54370572,15.70511311,0
Argentina,ARG,SI-POV-NAHC,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,SI-POV-DDAY,0,5.7,4.12,3.49,2.97,3.05,2.05,1.53,1.63,1.75,0,0
Argentina,ARG,NY-GNP-ATLS-CD,1.04E+11,2.76E+11,2.43E+11,2.92E+11,3.46E+11,3.74E+11,4.32E+11,4.93E+11,5.50E+11,6.00E+11,5.79E+11,0
Argentina,ARG,NY-GNP-PCAP-CD,3170,7440,6150,7310,8570,9160,10490,11840,13060,14110,13480,0
Argentina,ARG,NY-GNP-MKTP-PP-CD,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,NY-GNP-PCAP-PP-CD,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,SI-DST-FRST-20,0,3.19,3.58,3.86,3.93,3.93,4.36,4.58,4.73,4.75,0,0
Argentina,ARG,SP-DYN-LE00-IN,71.54365854,73.75580488,74.84990244,75.00904878,75.16626829,75.32456098,75.48497561,75.64904878,75.8162439,75.98609756,76.15860976,76.33421951
Argentina,ARG,SP-DYN-TFRT-IN,2.989,2.561,2.432,2.413,2.396,2.382,2.37,2.358,2.347,2.335,2.322,2.308
Argentina,ARG,SP-ADO-TFRT,73.2812,66.8976,61.4612,60.586,61.264,61.942,62.62,63.298,63.976,63.9136,63.8512,0
Argentina,ARG,SP-DYN-CONU-ZS,0,0,0,0,0,0,0,0,55.4,76.6,0,0
Argentina,ARG,SH-STA-BRTC-ZS,0,0,99.4,99.4,94.8,97.9,94.97,97.14,98.2,97.04,0,0
Argentina,ARG,SH-DYN-MORT,27.6,20.2,16.4,15.8,15.4,15,14.6,14.2,13.8,13.3,12.9,12.5
Argentina,ARG,SH-STA-MALN-ZS,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,SH-IMM-MEAS,93,91,97,94,96,99,98,95,94,94,95,0
Argentina,ARG,SE-PRM-CMPT-ZS,0,98.49374,99.1302,101.84921,105.08731,104.98727,104.80879,104.41399,103.22477,100.87737,0,0
Argentina,ARG,SE-PRM-ENRR,106.56157,113.21109,112.98489,113.29078,113.21364,112.02405,110.83512,108.3549,112.97826,110.56599,0,0
Argentina,ARG,SE-SEC-ENRR,71.15185,86.39855,83.90087,83.75379,84.84822,87.53422,89.24981,90.67163,105.19255,106.32314,0,0
Argentina,ARG,SE-ENR-PRSC-FM-ZS,0,1.00814,1.04089,1.04552,1.0511,1.04461,1.03869,1.0393,1.03367,1.03008,0,0
Argentina,ARG,SH-DYN-AIDS-ZS,0.1,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0
Argentina,ARG,AG-LND-FRST-K2,347930,318600,298680,295500,292320,289140,285960,282992,280024,277056,274088,271120
Argentina,ARG,ER-PTD-TOTL-ZS,3.25,4.28,0,0,0,0,0,0,0,0,5.37,0
Argentina,ARG,ER-H2O-FWTL-ZS,0,0,0,0,0,0,0,0,12.93835616,0,12.93835616,0
Argentina,ARG,SH-H2O-SAFE-ZS,93.8,96.3,97.5,97.7,97.9,98.1,98.2,98.4,98.6,98.8,98.9,99.1
Argentina,ARG,SH-STA-ACSN,87.4,91.4,93.5,93.9,94.2,94.5,94.9,95.2,95.5,95.8,96.1,96.4
Argentina,ARG,SP-URB-GROW,1.862004093,1.324287482,1.251995922,1.232091566,1.220899532,1.217530867,1.2226131,1.227706938,1.227413032,1.218887275,1.199124367,0
Argentina,ARG,EG-USE-PCAP-KG-OE,1407.564374,1661.605508,1841.985806,1846.936756,1924.372627,1852.323145,1909.725704,1918.506379,1906.629811,1894.617872,0,0
Argentina,ARG,EN-ATM-CO2E-PC,3.440710803,3.806975725,4.404525042,4.496833655,4.744178401,4.427960113,4.342272052,4.562048512,0,0,0,0
Argentina,ARG,EG-USE-ELEC-KH-PC,1299.552028,2078.286384,2357.96126,2438.009419,2752.126821,2708.987292,2847.326879,2901.361487,2954.539451,3093.353228,0,0
Argentina,ARG,NY-GDP-MKTP-CD,1.41E+11,2.84E+11,2.63E+11,3.29E+11,4.04E+11,3.77E+11,4.62E+11,5.58E+11,6.04E+11,6.14E+11,5.38E+11,0
Argentina,ARG,NY-GDP-MKTP-KD-ZG,-2.398959219,-0.788998929,8.402868566,7.965573248,3.074945503,0.050024456,9.451578331,8.386451456,0.801760179,2.885351883,0.453605479,0
Argentina,ARG,NY-GDP-DEFL-KD-ZG,2076.793473,1.03728709,15.24243341,17.67892097,21.2456715,9.885040853,17.21057247,17.797686,18.66644799,19.71247141,29.3413646,0
Argentina,ARG,NV-AGR-TOTL-ZS,8.123676208,5.053021489,7.697516626,8.781106928,7.22788616,6.234805271,8.175131609,7.49246451,6.697421299,7.384589968,8.313524048,0
Argentina,ARG,NV-IND-TOTL-ZS,36.02188135,28.06306542,35.11182878,33.60564632,33.11908251,31.73528638,30.90400094,31.12764498,29.78948299,28.78626226,28.76134737,0
Argentina,ARG,NV-SRV-TETC-ZS,55.85444764,66.8839131,57.19065459,57.61324675,59.65303124,62.02990835,60.92086726,61.37989041,63.51309571,63.82914774,62.92512859,0
Argentina,ARG,NE-EXP-GNFS-ZS,10.35953659,10.9863962,20.34173038,19.75287933,19.72910192,17.26513592,17.36763756,17.56371621,15.48030963,14.32399611,14.7857288,0
Argentina,ARG,NE-IMP-GNFS-ZS,4.631322407,11.63610614,15.55259397,16.10875016,16.54135333,12.91768983,14.84474035,16.00784378,13.71601344,14.39584912,14.49185135,0
Argentina,ARG,NE-GDI-TOTL-ZS,13.99698158,16.19269626,20.88928325,22.24940016,21.02331599,16.14726763,19.09789257,19.73720312,17.00863499,18.54805856,19.54337049,0
Argentina,ARG,GC-REV-XGRT-GD-ZS,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,GC-BAL-CASH-GD-ZS,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,IC-REG-DURS,0,0,30,30,30.5,25.5,25,25,25,25,25,25
Argentina,ARG,FS-AST-DOMS-GD-ZS,32.42070777,34.45169202,24.9396558,22.55463468,19.66499075,22.68934256,23.24638074,24.94366481,29.18858186,32.61808337,35.62444393,0
Argentina,ARG,GC-TAX-TOTL-GD-ZS,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,MS-MIL-XPND-GD-ZS,1.450915541,1.148823687,0.697879247,0.691981965,0.682994135,0.783761712,0.747778636,0.720326046,0.748596482,0.823482589,0.908535413,0
Argentina,ARG,IT-CEL-SETS-P2,0.036781751,17.58105905,80.81882641,102.7215283,117.2211834,131.1294492,141.383022,149.0906224,156.564756,162.5274217,158.7985611,0
Argentina,ARG,IT-NET-USER-P2,0,7.038683086,20.9272021,25.94663294,28.11262348,34,45,51,55.8,59.9,64.7,0
Argentina,ARG,TX-VAL-TECH-MF-ZS,0,9.351856306,7.05418222,6.594450291,9.017369186,8.686933066,7.504834144,7.480739359,7.695440737,9.843586977,6.675735462,0
Argentina,ARG,IQ-SCI-OVRL,0,0,88.88888889,85.55555556,86.66666667,87.77777778,86.66666667,85.55555556,85.55555556,76.66666667,83.33333333,95.55556667
Argentina,ARG,TG-VAL-TOTL-GD-ZS,11.62272705,18.11904312,30.7226063,30.5130447,31.57149198,25.07990136,27.07298637,28.38737783,24.53206237,25.27990996,25.53662295,0
Argentina,ARG,TT-PRI-MRCH-XD-WD,63.55932203,100,121.9867319,136.079862,169.9395313,141.3192754,148.7352316,175.4203565,177.963224,174.0257503,170.2755484,0
Argentina,ARG,DT-DOD-DECT-CD,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,DT-TDS-DECT-EX-ZS,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,SM-POP-NETM,0,0,0,-84998,0,0,0,0,30000,0,0,0
Argentina,ARG,BX-TRF-PWKR-CD-DT,22840000.15,86343658.45,541300000,606430000,697560000,620589349.9,639005839.6,697697825.1,575889669.5,534766019.9,502077244.4,0
Argentina,ARG,BX-KLT-DINV-CD-WD,1836000000,10418314339,5537340000,6473150000,9725560000,4017158925,7845718626,10719930945,15323933917,8916661858,6055282711,0
Argentina,ARG,DT-ODA-ALLD-CD,168740000,52490000,115080000,101340000,130580000,126730000,121040000,88700000,179500000,32500000,49190000,0
Ecuador,ECU,SP-POP-TOTL,10218085,12628596,13967490,14205479,14447600,14691310,14934692,15177280,15419493,15661312,15902916,16144000
Ecuador,ECU,SP-POP-GROW,2.383865872,1.837286377,1.676827584,1.689524886,1.690057554,1.672785172,1.643066624,1.611274402,1.583291544,1.556097917,1.530902125,0
Ecuador,ECU,AG-SRF-TOTL-K2,283560,256370,256370,256370,256370,256370,256370,256370,256370,256370,256370,256370
Ecuador,ECU,EN-POP-DNST,36.90971319,50.84794653,56.2388871,57.19712917,58.17200837,59.15328555,60.13324207,61.11000161,62.08525125,63.05891448,64.03171203,0
Ecuador,ECU,SI-POV-NAHC,0,64.4,37.6,36.7,35.1,36,32.8,28.6,27.3,25.6,22.5,0
Ecuador,ECU,SI-POV-DDAY,0,28.15,9.31,10.06,8.96,8.92,7.05,5.86,5.87,4.43,0,0
Ecuador,ECU,NY-GNP-ATLS-CD,14025773097,19446095330,43594533525,47259892771,56063528205,60038263365,65928948840,74303854391,83362698958,90957824901,96845062542,0
Ecuador,ECU,NY-GNP-PCAP-CD,1370,1540,3120,3330,3880,4090,4410,4900,5410,5810,6090,0
Ecuador,ECU,NY-GNP-MKTP-PP-CD,45427351048,68254141933,1.09E+11,1.14E+11,1.26E+11,1.28E+11,1.35E+11,1.48E+11,1.60E+11,1.69E+11,1.78E+11,0
Ecuador,ECU,NY-GNP-PCAP-PP-CD,4450,5400,7790,8040,8710,8710,9030,9770,10350,10820,11190,0
Ecuador,ECU,SI-DST-FRST-20,0,3.05,3.57,3.31,3.72,3.95,4.1,4.38,4.3,4.56,0,0
Ecuador,ECU,SP-DYN-LE00-IN,68.99536585,72.94417073,74.32021951,74.49502439,74.66782927,74.84460976,75.02980488,75.22643902,75.433,75.6485122,75.8724878,76.10292683
Ecuador,ECU,SP-DYN-TFRT-IN,3.767,3.027,2.763,2.736,2.71,2.684,2.656,2.628,2.599,2.571,2.542,2.513
Ecuador,ECU,SP-ADO-TFRT,86.7772,83.2328,82.9112,83.011,81.8738,80.7366,79.5994,78.4622,77.325,76.7488,76.1726,0
Ecuador,ECU,SP-DYN-CONU-ZS,0,0,0,0,0,0,0,0,80.1,0,0,0
Ecuador,ECU,SH-STA-BRTC-ZS,0,0,0,0,0,0,0,90.5,0,0,93.7,0
Ecuador,ECU,SH-DYN-MORT,56.9,34.4,28.3,27.5,26.8,26,25.2,24.5,23.7,23,22.3,21.6
Ecuador,ECU,SH-STA-MALN-ZS,0,0,0,0,0,0,0,0,6.400000095,0,0,0
Ecuador,ECU,SH-IMM-MEAS,60,99,97,98,98,97,95,94,96,97,85,0
Ecuador,ECU,SE-PRM-CMPT-ZS,0,96.84329,100.61106,100.60688,0,0,100.86143,107.93887,111.85759,112.88042,112.56042,0
Ecuador,ECU,SE-PRM-ENRR,123.52008,111.32613,111.63374,112.93363,0,110.77579,115.61833,117.19892,116.9833,115.82084,113.27226,0
Ecuador,ECU,SE-SEC-ENRR,58.34104,57.84692,64.19695,65.91542,0,0,83.51436,83.46509,85.45839,102.06477,104.20374,0
Ecuador,ECU,SE-ENR-PRSC-FM-ZS,0,1.00151,1.00145,1.0021,0,0,1.00535,1.005,1.00664,1.02513,1.02019,0
Ecuador,ECU,SH-DYN-AIDS-ZS,0.1,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0
Ecuador,ECU,AG-LND-FRST-K2,146308.5,137289.2,132565,131777.6,130990.3,130202.9,129415.6,128628.2,127840.8,127053.5,126266.1,125478.8
Ecuador,ECU,ER-PTD-TOTL-ZS,14.64,15.31,0,0,0,0,0,0,0,0,15.43,0
Ecuador,ECU,ER-H2O-FWTL-ZS,0,0,0,2.241862568,0,0,0,0,0,0,2.241862568,0
Ecuador,ECU,SH-H2O-SAFE-ZS,73.8,79.7,82.8,83.3,83.9,84.4,84.9,85.4,85.9,86.4,86.9,86.9
Ecuador,ECU,SH-STA-ACSN,57,69.7,76.4,77.4,78.5,79.6,80.7,81.7,82.8,83.8,84.7,84.7
Ecuador,ECU,SP-URB-GROW,3.79512513,2.674963759,1.993933607,2.007242949,2.005158797,1.985293716,1.954603377,1.921855399,1.905580796,1.888408156,1.874714552,0
Ecuador,ECU,EG-USE-PCAP-KG-OE,619.4925957,698.0762549,786.7704219,833.2035829,854.2717822,895.8721857,919.4224427,934.3776355,943.7548952,979.7547613,0,0
Ecuador,ECU,EN-ATM-CO2E-PC,1.647588271,1.658318708,2.066175813,2.203997908,2.064521305,2.355257087,2.293303404,2.354017387,0,0,0,0
Ecuador,ECU,EG-USE-ELEC-KH-PC,481.3034928,637.521384,868.158846,958.9257779,1083.986268,1111.201111,1143.779865,1217.345928,1281.559647,1333.157784,0,0
Ecuador,ECU,NY-GDP-MKTP-CD,15239278100,18327764882,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.01E+11,0
Ecuador,ECU,NY-GDP-MKTP-KD-ZG,3.679914053,1.091801564,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.553575531,3.67498214,0
Ecuador,ECU,NY-GDP-DEFL-KD-ZG,5.813629203,-7.714066764,8.000910822,6.650502273,13.8473189,0.655537559,7.46507997,5.662656747,4.985253061,3.097976236,2.705288964,0
Ecuador,ECU,NV-AGR-TOTL-ZS,21.42761954,16.33739326,9.895465882,9.837194744,9.298670237,10.50300123,10.18039244,9.944893408,9.061708768,9.052629793,9.129299635,0
Ecuador,ECU,NV-IND-TOTL-ZS,29.87176692,35.65336645,35.64199745,36.23170445,39.32763604,34.34378282,36.31989643,38.98218249,39.58701262,39.15011669,39.09433167,0
Ecuador,ECU,NV-SRV-TETC-ZS,48.70061354,48.00924029,54.46253667,53.93110081,51.37369372,55.15321595,53.49971113,51.07292411,51.35127861,51.79725351,51.77636869,0
Ecuador,ECU,NE-EXP-GNFS-ZS,22.76437202,32.12753529,30.33307477,31.93176797,34.16363955,25.24910794,27.89495597,31.1211998,30.16480927,29.16933128,28.56925565,0
Ecuador,ECU,NE-IMP-GNFS-ZS,21.83054027,27.33716401,29.37670842,30.65537045,33.89330782,26.85574109,32.40828274,33.36903909,31.58630314,31.5206544,30.10658561,0
Ecuador,ECU,NE-GDI-TOTL-ZS,24.07200302,21.27872101,22.45981393,22.70482793,26.38750759,25.63926505,28.03731307,28.14239888,27.79583594,28.76249167,28.63910487,0
Ecuador,ECU,GC-REV-XGRT-GD-ZS,9.782055155,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,GC-BAL-CASH-GD-ZS,1.969541306,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,IC-REG-DURS,0,0,65,65,65,64,56,55.5,55.5,55.5,55.5,50.5
Ecuador,ECU,FS-AST-DOMS-GD-ZS,10.52891452,30.58268478,18.96085991,21.53877437,20.59172184,19.81514744,24.00806594,24.99872318,27.92014285,29.56253672,31.6785994,0
Ecuador,ECU,GC-TAX-TOTL-GD-ZS,9.585101024,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,MS-MIL-XPND-GD-ZS,1.326157813,1.452075953,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.958259444,2.895754162,0
Ecuador,ECU,IT-CEL-SETS-P2,0,3.847519769,60.50592352,69.66428675,80.51374955,89.7355484,98.53115831,100.5655994,106.2255329,105.6444776,103.8991648,0
Ecuador,ECU,IT-NET-USER-P2,0,1.462188536,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.35368423,43,0
Ecuador,ECU,TX-VAL-TECH-MF-ZS,0.319342187,5.616494513,7.874568789,6.167897261,4.181276173,4.019531247,8.427203622,3.228655116,2.478433581,4.356496728,4.759808548,0
Ecuador,ECU,IQ-SCI-OVRL,0,0,86.66666667,86.66666667,84.44444444,84.44444444,82.22222222,82.22222222,71.11111111,70,70,72.22226667
Ecuador,ECU,TG-VAL-TOTL-GD-ZS,30.0211071,47.18524084,53.07802369,55.3140377,60.99198342,46.31012382,54.74886359,58.98326272,56.00452929,54.85973742,52.98568857,0
Ecuador,ECU,TT-PRI-MRCH-XD-WD,114.2857143,100,125.7128347,135.5727698,158.5946132,134.195441,157.8769895,178.5337766,181.2118095,183.7951558,181.742606,0
Ecuador,ECU,DT-DOD-DECT-CD,12162489000,13329122000,17393170000,17863110000,15812998000,13259193000,14958833000,16489934000,16938322000,20286949000,26332952000,0
Ecuador,ECU,DT-TDS-DECT-EX-ZS,33.21031336,30.54086389,29.41867672,22.71483977,11.07099725,30.02076739,9.064205138,9.726488275,9.817400356,11.23691791,13.77060811,0
Ecuador,ECU,SM-POP-NETM,0,0,0,-44999,0,0,0,0,-38001,0,0,0
Ecuador,ECU,BX-TRF-PWKR-CD-DT,51000000,1322301025,2933808811,3341337813,3088633129,2742436211,2599027039,2680596331,2476225962,2458803089,2472449389,0
Ecuador,ECU,BX-KLT-DINV-CD-WD,126000000,-23439367.91,271428852.5,193872526.9,1056888020,307960890.1,165320320.4,643709358.7,567035300.9,732016206.3,773101946.1,0
Ecuador,ECU,DT-ODA-ALLD-CD,159320000,146140000,187770000,217290000,230610000,207850000,147240000,161020000,147900000,147150000,160380000,0
Venezuela- RB,VEN,SP-POP-TOTL,19861959,24481477,27221228,27670659,28116716,28558607,28995745,29427631,29854238,30276045,30693827,31108000
Venezuela- RB,VEN,SP-POP-GROW,2.413846283,1.889030862,1.67483125,1.637549983,1.599166499,1.559408686,1.519073331,1.478496783,1.43927434,1.402999946,1.370475368,0
Venezuela- RB,VEN,AG-SRF-TOTL-K2,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050
Venezuela- RB,VEN,EN-POP-DNST,22.51795136,27.75520322,30.86132079,31.37085086,31.87655575,32.37753755,32.87313077,33.36276968,33.84642367,34.32463579,34.79828468,0
Venezuela- RB,VEN,SI-POV-NAHC,0,46.3,36.3,33.6,32.6,31.8,32.5,31.6,25.4,32.1,0,0
Venezuela- RB,VEN,SI-POV-DDAY,0,0,9.24,0,0,0,0,0,0,0,0,0
